ID,center_x,center_y,jinkou
962,1470.0,1298.0,1
963,1470.0,1297.5,1
964,1470.0,1296.0,25
965,1470.5,1296.0,6
966,1470.0,1295.5,19
967,1470.0,1295.0,4
968,1470.5,1295.0,31
969,1471.0,1295.5,30
970,1471.0,1295.0,132
971,1470.0,1294.5,19
972,1470.5,1294.5,45
973,1470.0,1294.0,46
974,1470.5,1294.0,36
975,1471.0,1294.5,79
976,1471.0,1294.0,7
977,1470.0,1293.5,208
978,1470.5,1293.5,80
979,1470.0,1293.0,93
980,1470.5,1293.0,269
981,1471.0,1293.5,3
982,1471.5,1293.5,6
983,1471.0,1293.0,40
984,1471.5,1293.0,165
985,1470.0,1292.5,3
986,1470.5,1292.5,181
987,1470.5,1292.0,117
988,1471.0,1292.5,74
989,1471.5,1292.5,25
990,1471.0,1292.0,93
991,1471.5,1292.0,61
